Inspection_ID,DBA_Name,AKA_Name,License,Facility_Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results
2345497,ROY'S FOOD & LIQUOR INC,ROY'S FOOD & LIQUOR,2690110,Grocery Store,Risk 3 (Low),1156 N PULASKI RD ,CHICAGO,IL,60651,2019,License Re-Inspection,Pass
2345490,CORDI - MARIAN CENTER,CORDI - MARIAN CENTER,2215754,Children's Services Facility,Risk 1 (High),1100 S MAY ST ,CHICAGO,IL,60607,2019,Canvass,No Entry
2345480,CARNIVAL GROCERY STORE,CARNIVAL GROCERY STORE,1043148,Grocery Store,Risk 1 (High),458 W DICKENS AVE ,CHICAGO,IL,60614,2019,Canvass Re-Inspection,Pass
2345475,YCCS CHATHAM ACADEMY,YCCS CHATHAM ACADEMY,2511398,School,Risk 1 (High),9035 S LANGLEY ,CHICAGO,IL,60619,2019,Canvass,Fail
2345468,STARBUCKS,STARBUCKS,2631141,Restaurant,Risk 2 (Medium),5700 S DREXEL AVE ,CHICAGO,IL,60637,2019,Short Form Complaint,Fail
2345465,"EVA'S COFFEE, INC.","EVA'S COFFEE, INC.",1909527,Restaurant,Risk 2 (Medium),1447 N SEDGWICK ST ,CHICAGO,IL,60610,2019,Canvass,Out of Business
2345469,Zoku Sushi,Zoku Sushi,2575420,Restaurant,Risk 1 (High),1616 N KEDZIE AVE ,CHICAGO,IL,60647,2019,Canvass,No Entry
2345448,JOE'S PIZZA INC,JOE'S PIZZA INC,14745,Restaurant,Risk 1 (High),5747 W HIGGINS AVE ,CHICAGO,IL,60630,2019,Canvass,No Entry
2345452,WASABI,WASABI,2464195,Restaurant,Risk 1 (High),2115 N MILWAUKEE AVE ,CHICAGO,IL,60647,2019,Canvass,No Entry
2255215,BEST INTENTIONS,BEST INTENTIONS,1887555,Restaurant,Risk 1 (High),3281 W ARMITAGE AVE ,CHICAGO,IL,60647,2019,Canvass,Pass
2345430,SMART CHILD PRESCHOOL,SMART CHILD PRESCHOOL,2220643,15 monts to 5 years old,Risk 1 (High),5100 W FOSTER AVE ,CHICAGO,IL,60630,2019,Canvass,Out of Business
2345413,BRAIN FOOD COURT,BRAIN FOOD COURT,1223247,Restaurant,Risk 1 (High),5700 S LAKE SHORE DR ,CHICAGO,IL,60637,2019,Canvass,Pass
2345391,MIDWEST,MIDWEST,1933908,GAS STATION/CONVENIENCE STORE,Risk 2 (Medium),7050 S DAMEN AVE ,CHICAGO,IL,60636,2019,Canvass,Out of Business
2345387,MIDWEST FUEL,MIDWEST FUEL,2694963,GAS STATION/GROCERY,Risk 2 (Medium),7050 S DAMEN AVE ,CHICAGO,IL,60636,2019,License,Pass
2345360,IDOF Fresh Mediterranean,IDOF  Fresh Mediterranean,2688786,Restaurant,Risk 1 (High),6558 N SHERIDAN RD ,CHICAGO,IL,60626,2019,License Re-Inspection,Fail
2345365,CARNICERIA Y FRUTERIA,CARNICERIA Y FRUTERIA LOS ALTOS,1802424,Grocery Store,Risk 1 (High),2959 W 40TH ST ,CHICAGO,IL,60632,2019,Complaint Re-Inspection,Pass
2345357,KRISPY SEAFOOD & CHICKEN,KRISPY SEAFOOD & CHICKEN,2451505,Restaurant,Risk 2 (Medium),6237 S HALSTED ST ,CHICAGO,IL,60621,2019,Canvass,Out of Business
2345358,GREEN BEGINNINGS LLC,GREEN BEGINNINGS LLC,2277938,Daycare Above and Under 2 Years,Risk 1 (High),1436 W RANDOLPH ST ,CHICAGO,IL,60607,2019,License Re-Inspection,Pass
2345356,JUST A PIZZA PLUS INC,JUST A PIZZA PLUS,75583,Restaurant,Risk 1 (High),5136 S ARCHER AVE ,CHICAGO,IL,60632,2019,Complaint Re-Inspection,Pass
455308,MCDONALD'S#20518,MCDONALD'S#20518,1334318,Restaurant,Risk 3 (Low),29 N WACKER DR ,CHICAGO,IL,60606,2019,Canvass,Out of Business
2345337,NEAR NORTH MONTESSORI SCHOOL,NEAR NORTH MONTESSORI SCHOOL,3305900,School,Risk 2 (Medium),1434 W DIVISION ST ,CHICAGO,IL,60642,2019,Canvass,Pass
2345330,Forum 55,Forum 55,1472957,Restaurant,Risk 1 (High),55 E MONROE ST ,CHICAGO,IL,60603,2019,Canvass Re-Inspection,Pass w/ Conditions
2345319,GOPUFF,GOPUFF,2684558,Grocery Store,Risk 3 (Low),1801 W WARNER AVE ,CHICAGO,IL,60613,2019,License Re-Inspection,Pass
2345321,GOPUFF,GOPUFF,2684560,Grocery Store,Risk 3 (Low),1801 W WARNER AVE ,CHICAGO,IL,60613,2019,License Re-Inspection,Pass
2345299,CEVICHE,CEVICHE,2320428,Restaurant,Risk 1 (High),2554-2556 W DIVERSEY AVE ,CHICAGO,IL,60647,2019,Canvass,No Entry
2345286,THE KEDZIE INN LLC,THE KEDZIE INN,2589660,Restaurant,Risk 1 (High),4100-4102 N KEDZIE AVE ,CHICAGO,IL,60618,2019,Canvass,No Entry
2345289,STAR KITCHEN,STAR KITCHEN,2699016,Restaurant,Risk 1 (High),335 W 31ST ST ,CHICAGO,IL,60616,2019,License,Pass
2345283,AHA CREPE,AHA CREPE,2446338,Restaurant,Risk 1 (High),2435 N CLARK ST ,CHICAGO,IL,60614,2019,Canvass,Out of Business
2345290,STAR KITCHEN,STAR KITCHEN,2595132,Restaurant,Risk 1 (High),335 W 31ST ST ,CHICAGO,IL,60616,2019,Canvass,Out of Business
2345279,MEZZA GRILLED WRAPS AND PITAS INC,MEZZA GRILLED WRAPS AND PITAS INC,1380994,Restaurant,Risk 1 (High),520 N MICHIGAN AVE ,CHICAGO,IL,60611,2019,Canvass,Out of Business
2345271,KIPLING ELEMENTARY SCHOOL,KIPLING ELEMENTARY SCHOOL,24081,School,Risk 2 (Medium),9351 S Lowe (632W) ,CHICAGO,IL,60620,2019,Canvass,Pass
2345264,CHICAGO WINGS & GYROS,CHICAGO WINGS & GYROS,2341734,Restaurant,Risk 1 (High),2145 S PULASKI RD ,CHICAGO,IL,60623,2019,Complaint Re-Inspection,Pass
2345266,BROWN SUGAR BAKERY & CAFE,BROWN SUGAR BAKERY,2384876,Restaurant,Risk 2 (Medium),324-328 E 75TH ST ,CHICAGO,IL,60619,2019,Complaint,Pass w/ Conditions
2345242,L & M FINE FOODS,L & M FINE FOODS,2631147,Grocery Store,Risk 1 (High),4361-4365 N LINCOLN AVE ,CHICAGO,IL,60618,2019,License,Pass
2345240,MARKET CREATIONS,MARKET CREATIONS,2556028,Restaurant,Risk 1 (High),444 W LAKE ST ,CHICAGO,IL,60606,2019,Canvass,Fail
2345244,OSITO'S TAP,OSITO'S TAP,2658134,Restaurant,Risk 1 (High),2553 S RIDGEWAY AVE ,CHICAGO,IL,60623,2019,License Re-Inspection,Pass
2345231,1400 MARKET PLACE,1400 MARKET PLACE,1222361,Grocery Store,Risk 1 (High),1400 N LAKE SHORE DR ,CHICAGO,IL,60610,2019,Canvass,Pass w/ Conditions
2321210,Cafe Latin Bliss,Cafe Latin Bliss,8404,Restaurant,Risk 1 (High),5515 N LINCOLN AVE ,CHICAGO,IL,60625,2019,Canvass,No Entry
2321204,"TONO TACOS, INC.","TONO TACOS, INC.",2284711,Restaurant,Risk 1 (High),6104 W DIVERSEY AVE ,CHICAGO,IL,60639,2019,Canvass,Pass w/ Conditions
2321207,KABOBCHI,KABOBCHI,2698908,Restaurant,Risk 1 (High),1519 W TAYLOR ST ,CHICAGO,IL,60607,2019,License,Not Ready
2321176,Chavez Upper Grade Center,Chavez Upper Grade Center,25152,School,Risk 2 (Medium),4831 S Hermitage ,CHICAGO,IL,60609,2019,Canvass,Pass
2321178,NOMAD-CHICAGO,NOMAD,2698505,Restaurant,Risk 2 (Medium),820 N FRANKLIN ST ,CHICAGO,IL,60610,2019,License Re-Inspection,Pass
2321173,Sheridan/Leland Apartments,SHERIDAN/LELAND APARTMENTS,2225267,Golden Diner,Risk 1 (High),4645 N Sheridan ,CHICAGO,IL,60640,2019,Canvass,Pass
2321168,DUNKIN DONUTS,DUNKIN DONUTS,15623,Restaurant,Risk 2 (Medium),5200 N LINCOLN AVE ,CHICAGO,IL,60625,2019,Complaint Re-Inspection,Pass
2321166,SUBWAY,SUBWAY,2529116,Restaurant,Risk 1 (High),2620 N NARRAGANSETT AVE ,CHICAGO,IL,60639,2019,Canvass,Fail
2321152,CHAVEZ MULTICULTURAL,CHAVEZ MULTICULTURAL,25151,School,Risk 1 (High),4747 S Marshfield(1634W) ,CHICAGO,IL,60609,2019,Canvass,Pass
2321149,TBD,TBD,2698851,Restaurant,Risk 3 (Low),433 W VAN BUREN ST ,CHICAGO,IL,60607,2019,License,Not Ready
2321145,MURASAKI,MURASAKI,1243198,Restaurant,Risk 1 (High),211 E ONTARIO ST ,CHICAGO,IL,60611,2019,Canvass,No Entry
2321138,BRIGHT HORIZONS CHICAGO EAST LOOP,BRIGHT HORIZONS CHICAGO EAST LOOP,2216073,Daycare Above and Under 2 Years,Risk 1 (High),225 N MICHIGAN AVE ,CHICAGO,IL,60601,2019,Canvass,Pass
2321137,GOOSE ISLAND,GOOSE ISLAND (T1  C10),34159,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019,Complaint Re-Inspection,Pass
2345974,"INA MAE TAVERN & PACKAGED GOODS, INC",INA MAE TAVERN & PACKAGED GOODS,2601063,Restaurant,Risk 1 (High),1415 N WOOD ST ,CHICAGO,IL,60622,2019,Canvass,No Entry
2321127,STARBUCKS,STARBUCKS  (T1  C-07),2583234,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019,Complaint Re-Inspection,Pass
2321131,HILLSIDE ACADEMY EAST,HILLSIDE ACADEMY EAST,3619411,School,Risk 2 (Medium),3049 W HARRISON ST ,CHICAGO,IL,60612,2019,Canvass,Pass
2321110,FARMERS ZABIHA HALAL MEAT INC.,FARMERS ZABIHA HALAL MEAT INC.,1869376,Grocery Store,Risk 2 (Medium),2643 W DEVON AVE ,CHICAGO,IL,60659,2019,Canvass,Out of Business
2321112,TAKETEI,TAKETEI,2192948,Restaurant,Risk 1 (High),1111 W BERWYN AVE ,CHICAGO,IL,60640,2019,Canvass,Out of Business
2321094,BILLINGS CAFE,BILLINGS CAFE,2631159,Restaurant,Risk 1 (High),5815 S MARYLAND AVE ,CHICAGO,IL,60637,2019,Canvass Re-Inspection,Fail
2321090,POPEYES,POPEYES,1621074,Restaurant,Risk 1 (High),5353 N HARLEM AVE ,CHICAGO,IL,60656,2019,Complaint,Fail
2321105,BOHICA BAR AND GRILL,BOHICA BAR AND GRILL,2147522,Restaurant,Risk 1 (High),5518 S ARCHER AVE ,CHICAGO,IL,60638,2019,Canvass,Out of Business
2321071,ROJO GUSANO,ROJO GUSANO,1305286,Restaurant,Risk 1 (High),3830 W LAWRENCE AVE ,CHICAGO,IL,60625,2019,Canvass,No Entry
2321059,PIECE,PIECE,1118829,Restaurant,Risk 1 (High),1927 W NORTH AVE ,CHICAGO,IL,60622,2019,Canvass Re-Inspection,Pass
2321063,ALCOIRIS INC,ALCOIRIS,30948,Restaurant,Risk 1 (High),4007 W ARMITAGE AVE ,CHICAGO,IL,60639,2019,Canvass Re-Inspection,Pass
2321066,FALAFEL & SHAWARMA CORNER,FALAFEL & SHAWARMA CORNER,2405334,Restaurant,Risk 1 (High),944 N ORLEANS ST ,CHICAGO,IL,60610,2019,Canvass,Out of Business
2321069,MJ ONE STOP SHOP,ONE STOP SHOP,2698807,Grocery Store,Risk 2 (Medium),249 E 115TH ST ,CHICAGO,IL,60628,2019,License,No Entry
2321038,MARGARET MANOR INC,MARGARET MANOR INC,2204238,Long Term Care,Risk 1 (High),1121 N ORLEANS ST ,CHICAGO,IL,60610,2019,Canvass,Fail
2321031,EL RUISENOR ROJO ACADEMY,EL RUISENOR ROJO ACADEMY,2694592,Children's Services Facility,Risk 1 (High),5100 W FOSTER AVE ,CHICAGO,IL,60630,2019,License,Not Ready
2321026,EL GUERO,EL GUERO,2636420,Restaurant,Risk 1 (High),9027-9029 S COMMERCIAL AVE ,CHICAGO,IL,60617,2019,Canvass Re-Inspection,Pass
2321134,THE SOUL CAFE,THE SOUL CAFE,2616292,Restaurant,Risk 1 (High),5607 S RACINE AVE ,CHICAGO,IL,60636,2019,Canvass,No Entry
2321012,BOMBASTIC CAFE,BOMBASTIC CAFE,2678198,Restaurant,Risk 2 (Medium),3732 N SOUTHPORT AVE ,CHICAGO,IL,60613,2019,License Re-Inspection,Pass
2321017,Beethoven,Beethoven,25931,School,Risk 1 (High),25 W 47th  (4700S) ST ,CHICAGO,IL,60609,2019,Canvass Re-Inspection,Pass
2321005,JOHN'S LIVE POULTRY,JOHN'S LIVE POULTRY,2304758,LIVE POULTRY,Risk 2 (Medium),5955 W FULLERTON AVE ,CHICAGO,IL,60639,2019,Complaint Re-Inspection,Pass
2321006,CHILE TOREADO RESTAURANT,CHILE TOREADO RESTAURANT,2694543,Restaurant,Risk 1 (High),2022-2026 W 35TH ST ,CHICAGO,IL,60609,2019,License Re-Inspection,Pass w/ Conditions
2320996,BOBNGRILL,BOBNGRILL,2698969,Restaurant,Risk 1 (High),921 W BELMONT AVE ,CHICAGO,IL,60657,2019,License,Pass
2320992,EASTERN BAKERY,EASTERN BAKERY,2698714,Bakery,Risk 2 (Medium),2927 W TOUHY AVE ,CHICAGO,IL,60645,2019,License,No Entry
2320985,ZOUP!,ZOUP!,2362705,Restaurant,Risk 1 (High),177 W WASHINGTON ST ,CHICAGO,IL,60602,2019,Canvass,Out of Business
2320978,FAIRPLAY FINER FOODS INC,FAIRPLAY FINER FOODS INC,10949,Grocery Store,Risk 1 (High),4640 S HALSTED ST ,CHICAGO,IL,60609,2019,Short Form Complaint,Pass
2320982,HAPPY FISH & CHICKEN,HAPPY FISH & CHICKEN,2423223,Restaurant,Risk 1 (High),5-7 S CICERO AVE ,CHICAGO,IL,60644,2019,Canvass,Out of Business
2320979,ROGERS PARK CAFE,ROGERS PARK CAFE,2601408,Restaurant,Risk 2 (Medium),3046 W DEVON AVE ,CHICAGO,IL,60659,2019,Canvass,Out of Business
2320974,DO EAT,DO EAT,2492365,Restaurant,Risk 1 (High),3141 S HALSTED ST ,CHICAGO,IL,60608,2019,Complaint,Pass
2320967,EDDIE V'S WILD FISH,EDDIE V'S WILD FISH,2428608,Restaurant,Risk 1 (High),521 N RUSH ST ,CHICAGO,IL,60611,2019,Canvass,Pass w/ Conditions
2320958,CHICAGO DOWNTOWN MARRIOTT,BISTRO CAFE (EMPLOYEE CAFE),33845,Restaurant,Risk 1 (High),540 N MICHIGAN AVE ,CHICAGO,IL,60611,2019,Canvass,Pass
2320960,CARNICERIA Y TAQUERIA TIERRA,CARNICERIA Y TAQUERIA TIERRA,2428138,Grocery Store,Risk 1 (High),3312-3314 W NORTH AVE ,CHICAGO,IL,60647,2019,Canvass Re-Inspection,Pass
2320936,CHICKEN WORKS AND SALAD CO.,CHICKEN WORKS AND SALAD CO.,1969955,Restaurant,Risk 1 (High),3658 W IRVING PARK RD ,CHICAGO,IL,60618,2019,Canvass Re-Inspection,Pass
2320932,St. Mary of the Wood School,St. Mary of the Wood School,1878517,School,Risk 1 (High),7033 N MOSELLE ST ,CHICAGO,IL,60646,2019,Canvass,Pass
2320933,"BETTY'S DAYCARE ACADEMY, INC.",BETTY'S DAYCARE ACADEMY,2298270,Daycare Above and Under 2 Years,Risk 1 (High),5719-5725 W CHICAGO AVE ,CHICAGO,IL,60651,2019,License,Pass
2320916,ST. CONSTANCE ELEMENTARY SCHOOL,ST. CONSTANCE ELEMENTARY SCHOOL,1878492,School,Risk 1 (High),5841 W STRONG ,CHICAGO,IL,60630,2019,Canvass,No Entry
2320899,DUNKIN DONUTS,DUNKIN DONUTS,1517455,Restaurant,Risk 2 (Medium),4645 N WESTERN AVE ,CHICAGO,IL,60625,2019,Canvass,Out of Business
2320891,PINSTRIPES,PINSTRIPES,2298672,Restaurant,Risk 1 (High),435 E ILLINOIS ST ,CHICAGO,IL,60611,2019,Complaint,Pass
2320888,WINGSTOP,WINGSTOP,2622058,Restaurant,Risk 1 (High),456 E 35TH ST ,CHICAGO,IL,60616,2019,Canvass Re-Inspection,Pass
2320883,BOUNCE SPORTING CLUB CHICAGO,BOUNCE,2548789,Restaurant,Risk 1 (High),324-326 W CHICAGO AVE ,CHICAGO,IL,60654,2019,Complaint,No Entry
2320887,COBB HALL,COBB HALL,33346,Restaurant,Risk 1 (High),5811 S ELLIS AVE ,CHICAGO,IL,60637,2019,Canvass,Pass w/ Conditions
2320875,THE BOUNDARY,THE BOUNDARY,1800782,Restaurant,Risk 1 (High),1932 W DIVISION ST ,CHICAGO,IL,60622,2019,Canvass,Out of Business
2320877,RUSH STREET,RUSH STREET (T3/H14),85188,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019,Canvass,Pass
2320873,CAFE BALLOU,CAFE BALLOU & DELI,2433048,Restaurant,Risk 1 (High),939 N WESTERN AVE ,CHICAGO,IL,60622,2019,Canvass,No Entry
2320857,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CENTER FOR CARE AND DISCOVERY,2229445,Hospital,Risk 1 (High),5700 S MARYLAND AVE ,CHICAGO,IL,60637,2019,Canvass,Pass
2320840,THE LOEWS CHICAGO,STEETERVIL SOCIAL,2314647,Restaurant,Risk 1 (High),455 N PARK DR ,CHICAGO,IL,60611,2019,Canvass,Pass w/ Conditions
2320842,1000 LIQUORS / BIG CITY TAP,1000 LIQUORS / BIG CITY TAP,1578,Restaurant,Risk 1 (High),1000-1012 W BELMONT AVE ,CHICAGO,IL,60657,2019,Canvass,Fail
2320838,RHYME OR REASON,RHYME OR REASON,1985220,Restaurant,Risk 1 (High),1938-1940 W DIVISION ST ,CHICAGO,IL,60622,2019,Canvass,Out of Business
2320839,SUPERMERCADO LA TAPATIA,SUPERMERCADO LA TAPATIA,2378978,Grocery Store,Risk 1 (High),2300 S SACRAMENTO AVE ,CHICAGO,IL,60623,2019,Canvass,No Entry
2320837,"DANTE'S PIZZA,INC.",DANTE'S PIZZA,2092884,Restaurant,Risk 1 (High),3028 W ARMITAGE AVE ,CHICAGO,IL,60647,2019,Canvass Re-Inspection,Pass
2320832,SEA & OLIVE,SEA & OLIVE,2683264,Restaurant,Risk 1 (High),1938-1940 W DIVISION ST ,CHICAGO,IL,60622,2019,License,Pass w/ Conditions
2320831,OGDEN PLAZA INC.,OGDEN PLAZA INC.,2475982,Grocery Store,Risk 3 (Low),3459 W OGDEN AVE ,CHICAGO,IL,60623,2019,Canvass,Out of Business
2320802,EL BUEN VALLE RESTAURANT,EL BUEN VALLE RESTAURANT,2133985,Restaurant,Risk 1 (High),4114 W NORTH AVE ,CHICAGO,IL,60639,2019,Complaint Re-Inspection,No Entry
2320778,THE MARKET,THE MARKET,2511404,Restaurant,Risk 1 (High),5700 S CICERO AVE ,CHICAGO,IL,60638,2019,Canvass,Pass
2320776,THE BOATHOUSE CAFE,HUMBOLDT PARK,2411341,Restaurant,Risk 1 (High),1301-1331 N HUMBOLDT DR ,CHICAGO,IL,60622,2019,Canvass,Out of Business
2320762,VIREVA NURSEY SCHOOL,VIREVA NURSEY SCHOOL,2215871,Children's Services Facility,Risk 1 (High),1935 W 51ST ST ,CHICAGO,IL,60609,2019,License Re-Inspection,Pass
2320765,HERITAGE BICYCLES GENERAL STORE,HERITAGE GENERAL STORE,2125211,Restaurant,Risk 1 (High),2959 N LINCOLN AVE ,CHICAGO,IL,60657,2019,Canvass,Pass w/ Conditions
2320756,HENDRIKX BELGIAN BREAD CRAFTER,HENDRIKX BELGIAN BREAD CRAFTER,2026913,Bakery,Risk 1 (High),100 E WALTON ST ,CHICAGO,IL,60611,2019,Canvass,Pass w/ Conditions
2320833,PORT & PARK BISTRO AND BAR,PORT & PARK BISTRO AND BAR,2157141,Restaurant,Risk 1 (High),4000-4006 N SOUTHPORT AVE ,CHICAGO,IL,60613,2019,Canvass,Pass w/ Conditions
2320748,DEL TORO,DEL TORO,2608053,Restaurant,Risk 1 (High),2133-2139 S HALSTED ST ,CHICAGO,IL,60608,2019,Canvass,Pass w/ Conditions
2320738,RON OF JAPAN INC,RON OF JAPAN,1673,Restaurant,Risk 1 (High),230 E ONTARIO ST ,CHICAGO,IL,60611,2019,Canvass,No Entry
2320741,UNIVERSITY CENTER PROPERTY LLC,,2694616,Restaurant,Risk 1 (High),525 S STATE ST ,CHICAGO,IL,60605,2019,Canvass,Out of Business
2320728,LAS AMERICAS GRILL,LAS AMERICAS GRILL,2695013,Restaurant,Risk 1 (High),4455-4457 W DIVERSEY AVE ,CHICAGO,IL,60639,2019,License,Pass
2320712,FADI DINERO TREE INC.,FADI DINERO TREE INC.,2627530,Grocery Store,Risk 2 (Medium),304 N PULASKI RD ,CHICAGO,IL,60624,2019,Canvass,Out of Business
2320696,RESTAURANT 2 AMIGOS,RESTAURANT 2 AMIGOS,21363,Restaurant,Risk 1 (High),2320 N MILWAUKEE AVE ,CHICAGO,IL,60647,2019,Canvass,Out of Business
2320681,OSITO'S TAP,OSITO'S TAP,2641411,Restaurant,Risk 3 (Low),2553 S RIDGEWAY AVE ,CHICAGO,IL,60623,2019,License,Fail
2320680,ARAMARK@ LOYOLA SIMPSON  RESIDENTIAL,SIMPSON BUILDING,1249650,Restaurant,Risk 1 (High),6333 N WINTHROP AVE ,CHICAGO,IL,60660,2019,Complaint Re-Inspection,Pass
2320663,WEST LOOP MARKET,WEST LOOP MARKET,2677968,Grocery Store,Risk 3 (Low),1222 W MADISON ST ,CHICAGO,IL,60607,2019,License,Pass w/ Conditions
2320650,MOUNTAIN TOP KIDS,MOUNTAIN TOP KIDS,2647397,Children's Services Facility,Risk 1 (High),3044-3046 W DEVON AVE ,CHICAGO,IL,60659,2019,License,Pass
2320643,AVENIDA DEL SABOR,AVENIDA DEL SABOR,2488459,Restaurant,Risk 1 (High),5805 W DIVERSEY AVE ,CHICAGO,IL,60639,2019,Canvass,Out of Business
2320639,AMAZON RETAIL LLC,AMAZON GO,2689940,Grocery Store,Risk 3 (Low),600 W CHICAGO AVE ,CHICAGO,IL,60654,2019,License,Pass
2320654,CARNICERIA Y TAQUERIA TIERRA,CARNICERIA Y TAQUERIA TIERRA,2428138,Grocery Store,Risk 1 (High),3312-3314 W NORTH AVE ,CHICAGO,IL,60647,2019,Canvass,Fail
2320634,CAFECITO,CAFECITO,2240716,Restaurant,Risk 1 (High),7 N WELLS ST ,CHICAGO,IL,60606,2019,Canvass,Pass w/ Conditions
2320626,STELIO'S BOTTLES & BITES,STELIO'S,2487437,Restaurant,Risk 1 (High),19 S MORGAN ST ,CHICAGO,IL,60607,2019,Canvass Re-Inspection,Pass
2320624,DAIRY QUEEN BRAZER,DAIRY QUEEN BRAZER,64537,Restaurant,Risk 1 (High),5636 W IRVING PARK RD ,CHICAGO,IL,60634,2019,Canvass Re-Inspection,Pass
2320614,BOW TRUSS COFFEE,BOW TRUSS,2229500,Restaurant,Risk 2 (Medium),406 N WELLS ST ,CHICAGO,IL,60654,2019,Canvass,Out of Business
2320989,"BAHA RESTAURANT, INC.",BAHA RESTAURANT,2602031,Restaurant,Risk 1 (High),4842-4846 W DIVERSEY AVE ,CHICAGO,IL,60639,2019,Canvass,No Entry
2320709,HIGH MOUNTAIN HEAD START,HIGH MOUNTAIN HEAD START,2215685,Daycare Above and Under 2 Years,Risk 1 (High),919 N LAVERGNE AVE ,CHICAGO,IL,60651,2019,License,Pass
2320590,CHICAGO WINGS & GYROS,CHICAGO WINGS & GYROS,2341734,Restaurant,Risk 1 (High),2145 S PULASKI RD ,CHICAGO,IL,60623,2019,Complaint,Fail
2320580,"NEW CHINA 2, INC.","NEW CHINA 2, INC.",2626230,Restaurant,Risk 1 (High),3533 N WESTERN AVE ,CHICAGO,IL,60618,2019,Canvass Re-Inspection,Pass
134270,NUTRICLUB,NUTRICLUB,2003744,Restaurant,Risk 2 (Medium),2944 W ARMITAGE AVE BLDG ,CHICAGO,IL,60647,2019,License Re-Inspection,Pass
2320571,LOS TORITOS RESTAURANT Y TAQUERIA,LOS TORITOS RESTAURANT Y TAQUERIA,2033075,Restaurant,Risk 1 (High),1825 W MONTROSE AVE ,CHICAGO,IL,60613,2019,Canvass,Fail
2320557,SHINING STAR CHILD DEVELOPMENT INSTITUTE OF THE ARTS INC.,SHINING STAR CHILD DEVELOPMENT INSTITUTE OF THE ARTS INC.,2215854,Daycare Above and Under 2 Years,Risk 1 (High),3010-3016 E 92ND ST ,CHICAGO,IL,60617,2019,Canvass,Pass
2320547,TAQUERIA NUEVO JALISCO,NUEVO JALISCO,2348465,Restaurant,Risk 1 (High),4011 W ARMITAGE AVE ,CHICAGO,IL,60639,2019,Canvass,Fail
2320745,FAT WILLY'S RIB SHACK,FAT WILLY'S RIB SHACK,1442257,Restaurant,Risk 1 (High),2416-2422 W SCHUBERT AVE ,CHICAGO,IL,60647,2019,Canvass,No Entry
2320522,YOGURTLAND LINCOLN PARK,SWEET FROYO & CANDY,2232892,Restaurant,Risk 2 (Medium),2468 N CLARK ST ,CHICAGO,IL,60614,2019,Complaint Re-Inspection,Pass
2320516,SUBWAY,SUBWAY,2232831,Restaurant,Risk 1 (High),3815 N BROADWAY ,CHICAGO,IL,60613,2019,Canvass,Pass
2320506,FLAME'S FISH & CHICKEN,FLAME'S,2658247,Restaurant,Risk 2 (Medium),9454 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,2019,Complaint Re-Inspection,Pass w/ Conditions
2320920,CLARKE'S,CLARKE'S,2583853,Restaurant,Risk 1 (High),928-930 W BELMONT AVE ,CHICAGO,IL,60657,2019,Canvass,Out of Business
2320482,CASA CENTRAL COMMUNITY SERVICES,DAYCARE,2215468,Daycare (2 - 6 Years),Risk 1 (High),1343 N CALIFORNIA AVE ,CHICAGO,IL,60622,2019,Canvass,Pass
2320474,DUNKIN DONUTS,DUNKIN DONUTS,2536455,Restaurant,Risk 2 (Medium),406 S MICHIGAN AVE ,CHICAGO,IL,60605,2019,Canvass,Out of Business
2320919,"EL MARIACHI  RESTAURANT, INC",EL MARIACHI  RESTAURANT,53072,Restaurant,Risk 1 (High),3420 1/2 N BROADWAY ,CHICAGO,IL,60657,2019,Canvass,No Entry
2320478,"PARK PACKING OF CHICAGO, INC",PARK PACKING,2008956,Grocery Store,Risk 2 (Medium),1544 W 41ST ST ,CHICAGO,IL,60609,2019,Short Form Complaint,Pass
2320471,EL PRESIDENTE RESTAURANT,EL PRESIDENTE RESTAURANT,71168,Restaurant,Risk 1 (High),2558 N ASHLAND AVE ,CHICAGO,IL,60614,2019,Complaint,Fail
2320450,CODA DI VOLPE,CODA DI VOLPE,2446245,Restaurant,Risk 1 (High),3335 N SOUTHPORT AVE ,CHICAGO,IL,60657,2019,Canvass,Pass w/ Conditions
2320443,JORDAN DISCOUNT,JORDAN DISCOUNT,2694525,Grocery Store,Risk 3 (Low),5254 W MADISON ST ,CHICAGO,IL,60644,2019,License Re-Inspection,Pass
2320433,CELESTE,CELESTE,2197129,Restaurant,Risk 1 (High),111 W HUBBARD ST ,CHICAGO,IL,60654,2019,Canvass,No Entry
2320425,D' CANDELA,D' CANDELA RESTAURANT,2109636,Restaurant,Risk 1 (High),4053-4055 N KEDZIE AVE ,CHICAGO,IL,60618,2019,Canvass,Out of Business
2320421,THE NEW GRACE RESTAURANT,THE NEW GRACE RESTAURANT,2698310,Restaurant,Risk 1 (High),4409 N BROADWAY ,CHICAGO,IL,60640,2019,License,Not Ready
2320420,DUNKIN DONUTS / BASKIN ROBBINS,DUNKIN DONUTS / BASKIN ROBBINS,74790,Restaurant,Risk 2 (Medium),4045 W LAWRENCE AVE ,CHICAGO,IL,60630,2019,Short Form Complaint,Pass
